Func Alg Verts Edges Searched_Paths Expanded_Verts
randomlvl2 EK 22 55 28 591
randomlvl2 EK 74 207 145 10017
randomlvl2 EK 274 799 501 130470
randomlvl2 EK 1058 3135 2240 2259402
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 25 239
randomlvl2 FF 74 207 126 2770
randomlvl2 FF 274 799 534 27971
randomlvl2 FF 1058 3135 6234 1862052
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 32 654
randomlvl2 EK 74 207 97 6669
randomlvl2 EK 274 799 573 146651
randomlvl2 EK 1058 3135 2462 2469280
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 25 213
randomlvl2 FF 74 207 78 1323
randomlvl2 FF 274 799 628 39154
randomlvl2 FF 1058 3135 11050 3051715
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 27 569
randomlvl2 EK 74 207 107 7339
randomlvl2 EK 274 799 552 141352
randomlvl2 EK 1058 3135 2457 2416456
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 18 157
randomlvl2 FF 74 207 93 1571
randomlvl2 FF 274 799 658 39783
randomlvl2 FF 1058 3135 9676 2989965
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 33 716
randomlvl2 EK 74 207 161 11199
randomlvl2 EK 274 799 570 149048
randomlvl2 EK 1058 3135 2364 2338676
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 23 211
randomlvl2 FF 74 207 135 2934
randomlvl2 FF 274 799 613 36409
randomlvl2 FF 1058 3135 7926 2170019
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 34 714
randomlvl2 EK 74 207 117 7957
randomlvl2 EK 274 799 570 148967
randomlvl2 EK 1058 3135 2147 2142245
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 32 294
randomlvl2 FF 74 207 117 2642
randomlvl2 FF 274 799 688 40293
randomlvl2 FF 1058 3135 6388 1251465
randomlvl2 EK 8 15 9 70
randomlvl2 EK 22 55 33 656
randomlvl2 EK 74 207 132 9546
randomlvl2 EK 274 799 536 140076
randomlvl2 EK 1058 3135 2227 2249316
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 30 262
randomlvl2 FF 74 207 111 2221
randomlvl2 FF 274 799 784 55369
randomlvl2 FF 1058 3135 6557 1530769
randomlvl2 EK 8 15 9 73
randomlvl2 EK 22 55 37 785
randomlvl2 EK 74 207 140 9535
randomlvl2 EK 274 799 517 133965
randomlvl2 EK 1058 3135 2405 2426265
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 36 369
randomlvl2 FF 74 207 109 2114
randomlvl2 FF 274 799 631 34997
randomlvl2 FF 1058 3135 8729 2455794
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 41 867
randomlvl2 EK 74 207 136 9613
randomlvl2 EK 274 799 533 136518
randomlvl2 EK 1058 3135 2432 2406760
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 32 293
randomlvl2 FF 74 207 108 1982
randomlvl2 FF 274 799 688 49172
randomlvl2 FF 1058 3135 7816 1945259
randomlvl2 EK 8 15 9 72
randomlvl2 EK 22 55 36 766
randomlvl2 EK 74 207 107 7572
randomlvl2 EK 274 799 551 142932
randomlvl2 EK 1058 3135 2517 2520894
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 29 276
randomlvl2 FF 74 207 79 1465
randomlvl2 FF 274 799 574 30304
randomlvl2 FF 1058 3135 9762 2890494
randomlvl2 EK 8 15 9 69
randomlvl2 EK 22 55 29 580
randomlvl2 EK 74 207 141 9643
randomlvl2 EK 274 799 567 145182
randomlvl2 EK 1058 3135 2671 2646798
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 25 242
randomlvl2 FF 74 207 122 2616
randomlvl2 FF 274 799 718 45641
randomlvl2 FF 1058 3135 12913 4053332
randomlvl2 EK 8 15 9 69
randomlvl2 EK 22 55 39 770
randomlvl2 EK 74 207 145 9954
randomlvl2 EK 274 799 546 140869
randomlvl2 EK 1058 3135 2291 2259899
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 27 257
randomlvl2 FF 74 207 135 2950
randomlvl2 FF 274 799 805 59057
randomlvl2 FF 1058 3135 8236 2187315
randomlvl2 EK 8 15 9 69
randomlvl2 EK 22 55 29 619
randomlvl2 EK 74 207 129 9111
randomlvl2 EK 274 799 467 120354
randomlvl2 EK 1058 3135 2317 2336787
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 27 229
randomlvl2 FF 74 207 100 2229
randomlvl2 FF 274 799 528 29150
randomlvl2 FF 1058 3135 7673 1574053
randomlvl2 EK 8 15 9 70
randomlvl2 EK 22 55 41 861
randomlvl2 EK 74 207 118 8100
randomlvl2 EK 274 799 519 132251
randomlvl2 EK 1058 3135 2122 2118195
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 25 229
randomlvl2 FF 74 207 107 2034
randomlvl2 FF 274 799 693 41765
randomlvl2 FF 1058 3135 5772 1077896
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 39 825
randomlvl2 EK 74 207 123 8349
randomlvl2 EK 274 799 592 156038
randomlvl2 EK 1058 3135 2341 2324077
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 30 269
randomlvl2 FF 74 207 98 1981
randomlvl2 FF 274 799 927 69194
randomlvl2 FF 1058 3135 8937 2370259
randomlvl2 EK 8 15 9 73
randomlvl2 EK 22 55 38 761
randomlvl2 EK 74 207 121 8399
randomlvl2 EK 274 799 562 146999
randomlvl2 EK 1058 3135 2395 2376709
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 32 305
randomlvl2 FF 74 207 113 2233
randomlvl2 FF 274 799 743 54854
randomlvl2 FF 1058 3135 9983 2890041
randomlvl2 EK 8 15 9 73
randomlvl2 EK 22 55 35 745
randomlvl2 EK 74 207 115 8079
randomlvl2 EK 274 799 624 159193
randomlvl2 EK 1058 3135 2522 2566531
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 29 244
randomlvl2 FF 74 207 74 1239
randomlvl2 FF 274 799 857 57234
randomlvl2 FF 1058 3135 13020 4110443
squareMesh EK 11 17 8 82
squareMesh EK 27 49 22 551
squareMesh EK 83 161 69 5496
squareMesh EK 291 847 585 168265
squareMesh EK 1091 4284 4249 4572789
squareMesh FF 11 17 8 50
squareMesh FF 27 49 18 186
squareMesh FF 83 161 65 1782
squareMesh FF 291 847 449 36151
squareMesh FF 1091 4284 3982 1055928
squareMesh EK 11 17 9 98
squareMesh EK 27 49 21 542
squareMesh EK 83 161 66 5288
squareMesh EK 291 847 617 176684
squareMesh EK 1091 4284 4179 4508181
squareMesh FF 11 17 8 56
squareMesh FF 27 49 17 181
squareMesh FF 83 161 47 1444
squareMesh FF 291 847 423 29600
squareMesh FF 1091 4284 3358 1086939
squareMesh EK 11 17 6 69
squareMesh EK 27 49 19 483
squareMesh EK 83 161 74 5543
squareMesh EK 291 847 617 174777
squareMesh EK 1091 4284 4413 4749214
squareMesh FF 11 17 6 41
squareMesh FF 27 49 18 259
squareMesh FF 83 161 62 1861
squareMesh FF 291 847 498 40793
squareMesh FF 1091 4284 4572 1494120
squareMesh EK 11 17 8 90
squareMesh EK 27 49 23 567
squareMesh EK 83 161 73 5870
squareMesh EK 291 847 644 183655
squareMesh EK 1091 4284 4183 4508182
squareMesh FF 11 17 6 46
squareMesh FF 27 49 20 250
squareMesh FF 83 161 48 1517
squareMesh FF 291 847 493 43423
squareMesh FF 1091 4284 3635 1076729
squareMesh EK 11 17 6 71
squareMesh EK 27 49 22 603
squareMesh EK 83 161 70 5719
squareMesh EK 291 847 648 183337
squareMesh EK 1091 4284 4411 4750557
squareMesh FF 11 17 6 43
squareMesh FF 27 49 19 257
squareMesh FF 83 161 45 1268
squareMesh FF 291 847 466 45890
squareMesh FF 1091 4284 3798 1198917
squareMesh EK 11 17 8 85
squareMesh EK 27 49 19 453
squareMesh EK 83 161 64 5186
squareMesh EK 291 847 656 187422
squareMesh EK 1091 4284 4317 4654507
squareMesh FF 11 17 6 40
squareMesh FF 27 49 21 192
squareMesh FF 83 161 46 1472
squareMesh FF 291 847 493 43675
squareMesh FF 1091 4284 3930 1236689
squareMesh EK 11 17 8 89
squareMesh EK 27 49 17 436
squareMesh EK 83 161 66 5187
squareMesh EK 291 847 609 172936
squareMesh EK 1091 4284 4288 4626016
squareMesh FF 11 17 8 59
squareMesh FF 27 49 15 191
squareMesh FF 83 161 57 2093
squareMesh FF 291 847 487 36876
squareMesh FF 1091 4284 3391 1025690
squareMesh EK 11 17 7 77
squareMesh EK 27 49 22 598
squareMesh EK 83 161 70 5796
squareMesh EK 291 847 639 183428
squareMesh EK 1091 4284 4384 4717823
squareMesh FF 11 17 6 47
squareMesh FF 27 49 19 233
squareMesh FF 83 161 52 1236
squareMesh FF 291 847 448 30833
squareMesh FF 1091 4284 4206 1197596
squareMesh EK 11 17 6 66
squareMesh EK 27 49 22 543
squareMesh EK 83 161 86 6903
squareMesh EK 291 847 663 189760
squareMesh EK 1091 4284 4292 4629852
squareMesh FF 11 17 6 40
squareMesh FF 27 49 19 237
squareMesh FF 83 161 58 1497
squareMesh FF 291 847 459 37562
squareMesh FF 1091 4284 3860 1052113
squareMesh EK 11 17 8 86
squareMesh EK 27 49 22 559
squareMesh EK 83 161 69 5532
squareMesh EK 291 847 653 186588
squareMesh EK 1091 4284 3974 4275287
squareMesh FF 11 17 8 52
squareMesh FF 27 49 19 243
squareMesh FF 83 161 45 1270
squareMesh FF 291 847 477 42068
squareMesh FF 1091 4284 3371 848805
squareMesh EK 11 17 8 90
squareMesh EK 27 49 22 565
squareMesh EK 83 161 69 5535
squareMesh EK 291 847 619 177981
squareMesh EK 1091 4284 4235 4560433
squareMesh FF 11 17 7 55
squareMesh FF 27 49 20 268
squareMesh FF 83 161 50 1416
squareMesh FF 291 847 424 36204
squareMesh FF 1091 4284 3791 1062859
squareMesh EK 11 17 7 76
squareMesh EK 27 49 19 493
squareMesh EK 83 161 66 5279
squareMesh EK 291 847 638 182231
squareMesh EK 1091 4284 4178 4512599
squareMesh FF 11 17 7 53
squareMesh FF 27 49 17 224
squareMesh FF 83 161 48 1580
squareMesh FF 291 847 474 34358
squareMesh FF 1091 4284 3252 809589
squareMesh EK 11 17 6 70
squareMesh EK 27 49 23 568
squareMesh EK 83 161 76 6200
squareMesh EK 291 847 614 174396
squareMesh EK 1091 4284 4352 4685377
squareMesh FF 11 17 5 36
squareMesh FF 27 49 22 294
squareMesh FF 83 161 52 1744
squareMesh FF 291 847 438 30980
squareMesh FF 1091 4284 3589 934796
squareMesh EK 11 17 9 96
squareMesh EK 27 49 25 615
squareMesh EK 83 161 79 6380
squareMesh EK 291 847 599 170919
squareMesh EK 1091 4284 4334 4669792
squareMesh FF 11 17 8 52
squareMesh FF 27 49 18 199
squareMesh FF 83 161 62 1997
squareMesh FF 291 847 419 30383
squareMesh FF 1091 4284 4210 1127117
squareMesh EK 11 17 8 85
squareMesh EK 27 49 20 538
squareMesh EK 83 161 70 5631
squareMesh EK 291 847 677 193337
squareMesh EK 1091 4284 4270 4602067
squareMesh FF 11 17 7 51
squareMesh FF 27 49 20 226
squareMesh FF 83 161 55 1306
squareMesh FF 291 847 499 36311
squareMesh FF 1091 4284 4101 1394752
squareMesh EK 11 17 7 81
squareMesh EK 27 49 22 569
squareMesh EK 83 161 71 5672
squareMesh EK 291 847 680 193486
squareMesh EK 1091 4284 4258 4593159
squareMesh FF 11 17 5 34
squareMesh FF 27 49 20 220
squareMesh FF 83 161 56 1784
squareMesh FF 291 847 498 44479
squareMesh FF 1091 4284 3814 1105369
squareMesh EK 11 17 7 80
squareMesh EK 27 49 21 561
squareMesh EK 83 161 71 5698
squareMesh EK 291 847 642 183511
squareMesh EK 1091 4284 4434 4773760
squareMesh FF 11 17 8 55
squareMesh FF 27 49 21 305
squareMesh FF 83 161 57 1838
squareMesh FF 291 847 468 33228
squareMesh FF 1091 4284 4294 1318016
squareMesh EK 11 17 6 69
squareMesh EK 27 49 22 578
squareMesh EK 83 161 72 5778
squareMesh EK 291 847 615 174906
squareMesh EK 1091 4284 4276 4610259
squareMesh FF 11 17 6 44
squareMesh FF 27 49 19 216
squareMesh FF 83 161 53 1177
squareMesh FF 291 847 447 36133
squareMesh FF 1091 4284 4000 956577
squareMesh EK 11 17 8 92
squareMesh EK 27 49 21 570
squareMesh EK 83 161 83 6516
squareMesh EK 291 847 600 171968
squareMesh EK 1091 4284 4239 4568901
squareMesh FF 11 17 6 43
squareMesh FF 27 49 16 210
squareMesh FF 83 161 62 1433
squareMesh FF 291 847 447 29990
squareMesh FF 1091 4284 3571 1043940
squareMesh EK 11 17 6 63
squareMesh EK 27 49 23 610
squareMesh EK 83 161 76 6066
squareMesh EK 291 847 675 192212
squareMesh EK 1091 4284 4353 4699013
squareMesh FF 11 17 5 34
squareMesh FF 27 49 19 280
squareMesh FF 83 161 59 1779
squareMesh FF 291 847 496 41988
squareMesh FF 1091 4284 3907 1112312
squareMesh EK 11 17 8 87
squareMesh EK 27 49 20 528
squareMesh EK 83 161 73 6011
squareMesh EK 291 847 605 172990
squareMesh EK 1091 4284 4613 4975599
squareMesh FF 11 17 6 44
squareMesh FF 27 49 15 163
squareMesh FF 83 161 53 1085
squareMesh FF 291 847 460 45187
squareMesh FF 1091 4284 4309 1517365
squareMesh EK 11 17 6 65
squareMesh EK 27 49 20 545
squareMesh EK 83 161 79 6396
squareMesh EK 291 847 724 205987
squareMesh EK 1091 4284 4176 4492522
squareMesh FF 11 17 6 44
squareMesh FF 27 49 16 159
squareMesh FF 83 161 62 1985
squareMesh FF 291 847 496 42191
squareMesh FF 1091 4284 4372 1347135
squareMesh EK 11 17 7 73
squareMesh EK 27 49 18 433
squareMesh EK 83 161 74 5915
squareMesh EK 291 847 673 193224
squareMesh EK 1091 4284 4219 4543833
squareMesh FF 11 17 6 40
squareMesh FF 27 49 19 273
squareMesh FF 83 161 60 1681
squareMesh FF 291 847 492 34493
squareMesh FF 1091 4284 4060 1115510
squareMesh EK 11 17 6 67
squareMesh EK 27 49 22 565
squareMesh EK 83 161 64 5236
squareMesh EK 291 847 582 166918
squareMesh EK 1091 4284 4201 4514346
squareMesh FF 11 17 6 40
squareMesh FF 27 49 17 194
squareMesh FF 83 161 46 1388
squareMesh FF 291 847 406 38692
squareMesh FF 1091 4284 3794 1058119
squareMesh EK 11 17 7 78
squareMesh EK 27 49 23 603
squareMesh EK 83 161 75 6151
squareMesh EK 291 847 580 165980
squareMesh EK 1091 4284 4312 4642389
squareMesh FF 11 17 6 41
squareMesh FF 27 49 21 304
squareMesh FF 83 161 50 1412
squareMesh FF 291 847 439 28529
squareMesh FF 1091 4284 3816 1390992
squareMesh EK 11 17 6 70
squareMesh EK 27 49 24 628
squareMesh EK 83 161 63 5171
squareMesh EK 291 847 647 185587
squareMesh EK 1091 4284 4113 4436040
squareMesh FF 11 17 7 53
squareMesh FF 27 49 21 259
squareMesh FF 83 161 53 1330
squareMesh FF 291 847 454 27083
squareMesh FF 1091 4284 3542 967767
squareMesh EK 11 17 8 87
squareMesh EK 27 49 18 478
squareMesh EK 83 161 70 5735
squareMesh EK 291 847 589 167607
squareMesh EK 1091 4284 4382 4726142
squareMesh FF 11 17 8 56
squareMesh FF 27 49 15 177
squareMesh FF 83 161 48 1698
squareMesh FF 291 847 434 35199
squareMesh FF 1091 4284 3707 1202749
squareMesh EK 11 17 8 85
squareMesh EK 27 49 20 527
squareMesh EK 83 161 78 6292
squareMesh EK 291 847 581 166650
squareMesh EK 1091 4284 4349 4688452
squareMesh FF 11 17 8 49
squareMesh FF 27 49 16 179
squareMesh FF 83 161 60 1843
squareMesh FF 291 847 475 35774
squareMesh FF 1091 4284 3569 1040709
squareMesh EK 11 17 7 78
squareMesh EK 27 49 26 666
squareMesh EK 83 161 71 5794
squareMesh EK 291 847 585 168436
squareMesh EK 1091 4284 4296 4622283
squareMesh FF 11 17 7 55
squareMesh FF 27 49 21 273
squareMesh FF 83 161 53 1898
squareMesh FF 291 847 487 36470
squareMesh FF 1091 4284 4137 1199200
squareMesh EK 11 17 9 97
squareMesh EK 27 49 18 459
squareMesh EK 83 161 93 7574
squareMesh EK 291 847 575 163345
squareMesh EK 1091 4284 3944 4247959
squareMesh FF 11 17 7 45
squareMesh FF 27 49 15 174
squareMesh FF 83 161 62 1249
squareMesh FF 291 847 424 25301
squareMesh FF 1091 4284 3823 1106219
